ETL_Mobility,ETL_Doping,HTL_Mobility,HTL_Doping,PCE,VOC,JSC,FF
1.86E-02,1.00E+16,1.86E-01,1.00E+18,19.63538,1.04858,22.6629,82.62689
1.86E-02,1.00E+16,1.86E-01,1.00E+19,20.86926,1.09412,22.66232,84.16646
1.86E-02,1.00E+16,4.00E-01,1.00E+15,17.54914,1.01731,22.75433,75.81174
1.86E-02,1.00E+16,4.00E-01,1.00E+16,17.76389,1.0182,22.68712,76.89985
1.86E-02,1.00E+16,4.00E-01,1.00E+17,18.48241,1.02402,22.66552,79.63125
1.86E-02,1.00E+16,4.00E-01,1.00E+18,19.63553,1.04858,22.6629,82.62751
1.86E-02,1.00E+16,4.00E-01,1.00E+19,20.86927,1.09412,22.66232,84.1665
1.86E-02,1.00E+16,8.62E-01,1.00E+15,17.57385,1.01732,22.75477,75.91692
1.86E-02,1.00E+16,8.62E-01,1.00E+16,17.76798,1.0182,22.68712,76.91751
1.86E-02,1.00E+16,8.62E-01,1.00E+17,18.48285,1.02402,22.66552,79.63315
1.86E-02,1.00E+16,8.62E-01,1.00E+18,19.6356,1.04858,22.6629,82.6278
1.86E-02,1.00E+16,8.62E-01,1.00E+19,20.86928,1.09412,22.66232,84.16652
1.86E-02,1.00E+16,1.86E+00,1.00E+15,17.58526,1.01732,22.75511,75.965
1.86E-02,1.00E+16,1.86E+00,1.00E+16,17.76987,1.0182,22.68713,76.92569
1.86E-02,1.00E+16,1.86E+00,1.00E+17,18.48305,1.02402,22.66552,79.63403
1.86E-02,1.00E+16,1.86E+00,1.00E+18,19.63563,1.04858,22.6629,82.62794
1.86E-02,1.00E+16,1.86E+00,1.00E+19,20.86928,1.09412,22.66232,84.16653
1.86E-02,1.00E+16,4.00E+00,1.00E+15,17.59053,1.01732,22.75537,75.98691
1.86E-02,1.00E+16,4.00E+00,1.00E+16,17.77074,1.0182,22.68713,76.92949
1.86E-02,1.00E+16,4.00E+00,1.00E+17,18.48315,1.02402,22.66552,79.63444
1.86E-02,1.00E+16,4.00E+00,1.00E+18,19.63565,1.04858,22.6629,82.628
1.86E-02,1.00E+16,4.00E+00,1.00E+19,20.86928,1.09412,22.66232,84.16653
1.86E-02,1.00E+17,4.00E-03,1.00E+15,15.39186,1.01708,22.73419,66.56687
1.86E-02,1.00E+17,4.00E-03,1.00E+16,17.8396,1.01828,22.68954,77.21357
1.86E-02,1.00E+17,4.00E-03,1.00E+17,19.37311,1.02407,22.66618,83.46226
1.86E-02,1.00E+17,4.00E-03,1.00E+18,20.62806,1.04859,22.66311,86.80294
1.86E-02,1.00E+17,4.00E-03,1.00E+19,21.88235,1.09447,22.66241,88.22306
1.86E-02,1.00E+17,8.62E-03,1.00E+15,16.74778,1.01726,22.74398,72.38645
1.86E-02,1.00E+17,8.62E-03,1.00E+16,18.30951,1.01827,22.68946,79.24808
1.86E-02,1.00E+17,8.62E-03,1.00E+17,19.41863,1.02406,22.66604,83.66009
1.86E-02,1.00E+17,8.62E-03,1.00E+18,20.63459,1.04858,22.66309,86.83101
1.86E-02,1.00E+17,8.62E-03,1.00E+19,21.88315,1.09447,22.66241,88.22638
1.86E-02,1.00E+17,1.86E-02,1.00E+15,17.57592,1.01734,22.75014,75.93928
1.86E-02,1.00E+17,1.86E-02,1.00E+16,18.54935,1.01826,22.68965,80.28645
1.86E-02,1.00E+17,1.86E-02,1.00E+17,19.43867,1.02405,22.66598,83.74737
1.86E-02,1.00E+17,1.86E-02,1.00E+18,20.6376,1.04858,22.66309,86.84396
1.86E-02,1.00E+17,1.86E-02,1.00E+19,21.88352,1.09447,22.66241,88.22792
1.86E-02,1.00E+17,4.00E-02,1.00E+15,18.05394,1.01737,22.75348,77.99115
1.86E-02,1.00E+17,4.00E-02,1.00E+16,18.64788,1.01825,22.68981,80.71321
1.86E-02,1.00E+17,4.00E-02,1.00E+17,19.45226,1.02405,22.66595,83.80637
1.86E-02,1.00E+17,4.00E-02,1.00E+18,20.63899,1.04858,22.66308,86.84996
1.86E-02,1.00E+17,4.00E-02,1.00E+19,21.8837,1.09447,22.66241,88.22863
1.86E-02,1.00E+17,8.62E-02,1.00E+15,18.31192,1.01736,22.75521,79.10011
1.86E-02,1.00E+17,8.62E-02,1.00E+16,18.69093,1.01824,22.6899,80.89971
1.86E-02,1.00E+17,8.62E-02,1.00E+17,19.45961,1.02404,22.66593,83.83827
1.86E-02,1.00E+17,8.62E-02,1.00E+18,20.63964,1.04858,22.66308,86.85274
1.86E-02,1.00E+17,8.62E-02,1.00E+19,21.88378,1.09447,22.66241,88.22896
1.86E-02,1.00E+17,1.86E-01,1.00E+15,18.43567,1.01735,22.75616,79.63224
1.86E-02,1.00E+17,1.86E-01,1.00E+16,18.71034,1.01824,22.68995,80.98385
1.86E-02,1.00E+17,1.86E-01,1.00E+17,19.46301,1.02404,22.66593,83.85302
1.86E-02,1.00E+17,1.86E-01,1.00E+18,20.63994,1.04858,22.66308,86.85403
1.86E-02,1.00E+17,1.86E-01,1.00E+19,21.88381,1.09447,22.66241,88.22911
1.86E-02,1.00E+17,4.00E-01,1.00E+15,18.49125,1.01734,22.75677,79.87083
1.86E-02,1.00E+17,4.00E-01,1.00E+16,18.71923,1.01824,22.68998,81.02239
1.86E-02,1.00E+17,4.00E-01,1.00E+17,19.46458,1.02404,22.66592,83.85984
1.86E-02,1.00E+17,4.00E-01,1.00E+18,20.64008,1.04857,22.66308,86.85463
1.86E-02,1.00E+17,4.00E-01,1.00E+19,21.88383,1.09447,22.66241,88.22919
1.86E-02,1.00E+17,8.62E-01,1.00E+15,18.51664,1.01734,22.75723,79.97922
1.86E-02,1.00E+17,8.62E-01,1.00E+16,18.72333,1.01824,22.68999,81.04017
1.86E-02,1.00E+17,8.62E-01,1.00E+17,19.46531,1.02404,22.66592,83.86301
1.86E-02,1.00E+17,8.62E-01,1.00E+18,20.64014,1.04857,22.66308,86.8549
1.86E-02,1.00E+17,8.62E-01,1.00E+19,21.88384,1.09447,22.66241,88.22922
1.86E-02,1.00E+17,1.86E+00,1.00E+15,18.52833,1.01734,22.7576,80.02861
1.86E-02,1.00E+17,1.86E+00,1.00E+16,18.72523,1.01824,22.69,81.04839
1.86E-02,1.00E+17,1.86E+00,1.00E+17,19.46565,1.02404,22.66592,83.86448
1.86E-02,1.00E+17,1.86E+00,1.00E+18,20.64017,1.04857,22.66308,86.85503
1.86E-02,1.00E+17,1.86E+00,1.00E+19,21.88384,1.09447,22.66241,88.22923
1.86E-02,1.00E+17,4.00E+00,1.00E+15,18.53374,1.01734,22.75789,80.05103
1.86E-02,1.00E+17,4.00E+00,1.00E+16,18.72611,1.01824,22.69,81.05221
1.86E-02,1.00E+17,4.00E+00,1.00E+17,19.4658,1.02404,22.66592,83.86516
1.86E-02,1.00E+17,4.00E+00,1.00E+18,20.64019,1.04857,22.66308,86.85509
1.86E-02,1.00E+17,4.00E+00,1.00E+19,21.88384,1.09447,22.66241,88.22924
1.86E-02,1.00E+18,4.00E-03,1.00E+15,15.43113,1.0171,22.73451,66.73421
1.86E-02,1.00E+18,4.00E-03,1.00E+16,17.8878,1.01829,22.69019,77.41896
1.86E-02,1.00E+18,4.00E-03,1.00E+17,19.40905,1.02407,22.66647,83.61623
1.86E-02,1.00E+18,4.00E-03,1.00E+18,20.67632,1.04855,22.66343,87.0081
1.86E-02,1.00E+18,4.00E-03,1.00E+19,21.94162,1.09446,22.66268,88.46245
1.86E-02,1.00E+18,8.62E-03,1.00E+15,16.79133,1.01726,22.7443,72.57416
1.86E-02,1.00E+18,8.62E-03,1.00E+16,18.35912,1.01827,22.69015,79.46016
1.86E-02,1.00E+18,8.62E-03,1.00E+17,19.45963,1.02405,22.66633,83.83626
1.86E-02,1.00E+18,8.62E-03,1.00E+18,20.68243,1.04854,22.66341,87.03457
1.86E-02,1.00E+18,8.62E-03,1.00E+19,21.94237,1.09446,22.66268,88.46557
1.86E-02,1.00E+18,1.86E-02,1.00E+15,17.6117,1.01736,22.75045,76.09171
1.86E-02,1.00E+18,1.86E-02,1.00E+16,18.59114,1.01826,22.69036,80.46457
1.86E-02,1.00E+18,1.86E-02,1.00E+17,19.49315,1.02404,22.66627,83.98185
1.86E-02,1.00E+18,1.86E-02,1.00E+18,20.68525,1.04853,22.66341,87.04679
1.86E-02,1.00E+18,1.86E-02,1.00E+19,21.94271,1.09445,22.66268,88.46702
1.86E-02,1.00E+18,4.00E-02,1.00E+15,18.09042,1.01737,22.75378,78.14746
1.86E-02,1.00E+18,4.00E-02,1.00E+16,18.68622,1.01825,22.69053,80.8765
1.86E-02,1.00E+18,4.00E-02,1.00E+17,19.50838,1.02403,22.66624,84.04804
1.86E-02,1.00E+18,4.00E-02,1.00E+18,20.68655,1.04853,22.6634,87.05245
1.86E-02,1.00E+18,4.00E-02,1.00E+19,21.94287,1.09445,22.66268,88.46769
1.86E-02,1.00E+18,8.62E-02,1.00E+15,18.35607,1.01736,22.75551,79.28964
1.86E-02,1.00E+18,8.62E-02,1.00E+16,18.72771,1.01824,22.69063,81.05637
1.86E-02,1.00E+18,8.62E-02,1.00E+17,19.51538,1.02403,22.66622,84.07847
1.86E-02,1.00E+18,8.62E-02,1.00E+18,20.68716,1.04853,22.6634,87.05507
1.86E-02,1.00E+18,8.62E-02,1.00E+19,21.94295,1.09445,22.66268,88.468
1.86E-02,1.00E+18,1.86E-01,1.00E+15,18.47606,1.01735,22.75646,79.80578
1.86E-02,1.00E+18,1.86E-01,1.00E+16,18.74642,1.01824,22.69069,81.13748
1.86E-02,1.00E+18,1.86E-01,1.00E+17,19.51861,1.02403,22.66622,84.09253
1.86E-02,1.00E+18,1.86E-01,1.00E+18,20.68744,1.04853,22.6634,87.05629
1.86E-02,1.00E+18,1.86E-01,1.00E+19,21.94298,1.09445,22.66268,88.46814
1.86E-02,1.00E+18,4.00E-01,1.00E+15,18.52992,1.01734,22.75707,80.03711
1.86E-02,1.00E+18,4.00E-01,1.00E+16,18.75597,1.01824,22.69071,81.17892
1.86E-02,1.00E+18,4.00E-01,1.00E+17,19.52011,1.02403,22.66621,84.09904
1.86E-02,1.00E+18,4.00E-01,1.00E+18,20.68757,1.04853,22.6634,87.05685
1.86E-02,1.00E+18,4.00E-01,1.00E+19,21.943,1.09445,22.66268,88.46821
1.86E-02,1.00E+18,8.62E-01,1.00E+15,18.55451,1.01733,22.75753,80.14216
1.86E-02,1.00E+18,8.62E-01,1.00E+16,18.76188,1.01823,22.69072,81.20454
1.86E-02,1.00E+18,8.62E-01,1.00E+17,19.5208,1.02403,22.66621,84.10206
1.86E-02,1.00E+18,8.62E-01,1.00E+18,20.68763,1.04853,22.6634,87.05711
1.86E-02,1.00E+18,8.62E-01,1.00E+19,21.94301,1.09445,22.66268,88.46824
1.86E-02,1.00E+18,1.86E+00,1.00E+15,18.56584,1.01733,22.7579,80.19
1.86E-02,1.00E+18,1.86E+00,1.00E+16,18.76462,1.01823,22.69073,81.21641
1.86E-02,1.00E+18,1.86E+00,1.00E+17,19.52113,1.02403,22.66621,84.10346
1.86E-02,1.00E+18,1.86E+00,1.00E+18,20.68765,1.04853,22.6634,87.05723
1.86E-02,1.00E+18,1.86E+00,1.00E+19,21.94301,1.09445,22.66268,88.46826
1.86E-02,1.00E+18,4.00E+00,1.00E+15,18.57107,1.01733,22.75819,80.2117
1.86E-02,1.00E+18,4.00E+00,1.00E+16,18.76589,1.01823,22.69073,81.22191
1.86E-02,1.00E+18,4.00E+00,1.00E+17,19.52128,1.02403,22.66621,84.10411
1.86E-02,1.00E+18,4.00E+00,1.00E+18,20.68767,1.04853,22.6634,87.05729
1.86E-02,1.00E+18,4.00E+00,1.00E+19,21.94301,1.09445,22.66268,88.46826
1.86E-02,1.00E+19,4.00E-03,1.00E+15,15.43368,1.01709,22.73533,66.74322
1.86E-02,1.00E+19,4.00E-03,1.00E+16,17.89092,1.01829,22.69103,77.4294
1.86E-02,1.00E+19,4.00E-03,1.00E+17,19.41157,1.02407,22.66724,83.62416
1.86E-02,1.00E+19,4.00E-03,1.00E+18,20.67957,1.04855,22.66416,87.01907
1.86E-02,1.00E+19,4.00E-03,1.00E+19,21.94554,1.09446,22.66344,88.47508
1.86E-02,1.00E+19,8.62E-03,1.00E+15,16.7942,1.01726,22.74512,72.58391
1.86E-02,1.00E+19,8.62E-03,1.00E+16,18.36234,1.01828,22.691,79.471
1.86E-02,1.00E+19,8.62E-03,1.00E+17,19.46336,1.02405,22.6671,83.84942
1.86E-02,1.00E+19,8.62E-03,1.00E+18,20.68566,1.04854,22.66415,87.04545
1.86E-02,1.00E+19,8.62E-03,1.00E+19,21.94628,1.09446,22.66344,88.47819
1.86E-02,1.00E+19,1.86E-02,1.00E+15,17.6146,1.01736,22.75127,76.10134
1.86E-02,1.00E+19,1.86E-02,1.00E+16,18.59394,1.01826,22.69122,80.47357
1.86E-02,1.00E+19,1.86E-02,1.00E+17,19.4968,1.02404,22.66704,83.99464
1.86E-02,1.00E+19,1.86E-02,1.00E+18,20.68846,1.04853,22.66414,87.05763
1.86E-02,1.00E+19,1.86E-02,1.00E+19,21.94662,1.09446,22.66344,88.47963
1.86E-02,1.00E+19,4.00E-02,1.00E+15,18.09296,1.01737,22.7546,78.1555
1.86E-02,1.00E+19,4.00E-02,1.00E+16,18.68885,1.01825,22.69139,80.8847
1.86E-02,1.00E+19,4.00E-02,1.00E+17,19.51198,1.02403,22.66701,84.06066
1.86E-02,1.00E+19,4.00E-02,1.00E+18,20.68976,1.04853,22.66414,87.06327
1.86E-02,1.00E+19,4.00E-02,1.00E+19,21.94678,1.09446,22.66344,88.48029
1.86E-02,1.00E+19,8.62E-02,1.00E+15,18.35904,1.01737,22.75633,79.29952
1.86E-02,1.00E+19,8.62E-02,1.00E+16,18.73026,1.01824,22.6915,81.0642
1.86E-02,1.00E+19,8.62E-02,1.00E+17,19.51896,1.02403,22.66699,84.09101
1.86E-02,1.00E+19,8.62E-02,1.00E+18,20.69037,1.04853,22.66414,87.06589
1.86E-02,1.00E+19,8.62E-02,1.00E+19,21.94685,1.09446,22.66344,88.4806
1.86E-02,1.00E+19,1.86E-01,1.00E+15,18.47883,1.01735,22.75728,79.81481
1.86E-02,1.00E+19,1.86E-01,1.00E+16,18.74892,1.01824,22.69155,81.14515
1.86E-02,1.00E+19,1.86E-01,1.00E+17,19.52219,1.02403,22.66699,84.10503
1.86E-02,1.00E+19,1.86E-01,1.00E+18,20.69064,1.04853,22.66414,87.0671
1.86E-02,1.00E+19,1.86E-01,1.00E+19,21.94689,1.09446,22.66344,88.48075
1.86E-02,1.00E+19,4.00E-01,1.00E+15,18.5326,1.01734,22.75789,80.04575
1.86E-02,1.00E+19,4.00E-01,1.00E+16,18.75943,1.01824,22.69158,81.19071
1.86E-02,1.00E+19,4.00E-01,1.00E+17,19.52368,1.02403,22.66698,84.11153
1.86E-02,1.00E+19,4.00E-01,1.00E+18,20.69077,1.04853,22.66414,87.06766
1.86E-02,1.00E+19,4.00E-01,1.00E+19,21.9469,1.09446,22.66344,88.48082
1.86E-02,1.00E+19,8.62E-01,1.00E+15,18.55715,1.01733,22.75835,80.15061
1.86E-02,1.00E+19,8.62E-01,1.00E+16,18.76534,1.01824,22.69159,81.21629
1.86E-02,1.00E+19,8.62E-01,1.00E+17,19.52437,1.02403,22.66698,84.11454
1.86E-02,1.00E+19,8.62E-01,1.00E+18,20.69083,1.04853,22.66414,87.06792
1.86E-02,1.00E+19,8.62E-01,1.00E+19,21.94691,1.09446,22.66344,88.48085
1.86E-02,1.00E+19,1.86E+00,1.00E+15,18.56846,1.01733,22.75872,80.19837
1.86E-02,1.00E+19,1.86E+00,1.00E+16,18.76807,1.01824,22.6916,81.22813
1.86E-02,1.00E+19,1.86E+00,1.00E+17,19.52469,1.02403,22.66698,84.11594
1.86E-02,1.00E+19,1.86E+00,1.00E+18,20.69086,1.04853,22.66414,87.06804
1.86E-02,1.00E+19,1.86E+00,1.00E+19,21.94692,1.09446,22.66344,88.48086
1.86E-02,1.00E+19,4.00E+00,1.00E+15,18.57369,1.01733,22.75901,80.22002
1.86E-02,1.00E+19,4.00E+00,1.00E+16,18.76933,1.01823,22.6916,81.23362
1.86E-02,1.00E+19,4.00E+00,1.00E+17,19.52484,1.02403,22.66698,84.11659
1.86E-02,1.00E+19,4.00E+00,1.00E+18,20.69088,1.04853,22.66414,87.0681
1.86E-02,1.00E+19,4.00E+00,1.00E+19,21.94692,1.09446,22.66344,88.48087
4.00E-02,1.00E+15,4.00E-03,1.00E+15,13.42944,1.01663,22.72917,58.11822
4.00E-02,1.00E+15,4.00E-03,1.00E+16,15.76591,1.01785,22.68496,68.28067
4.00E-02,1.00E+15,4.00E-03,1.00E+17,17.22321,1.02367,22.66562,74.23122
4.00E-02,1.00E+15,4.00E-03,1.00E+18,18.44283,1.04802,22.66286,77.65025
4.00E-02,1.00E+15,4.00E-03,1.00E+19,19.69956,1.09208,22.66251,79.59649
4.00E-02,1.00E+15,8.62E-03,1.00E+15,14.7242,1.01682,22.73894,63.68231
4.00E-02,1.00E+15,8.62E-03,1.00E+16,16.22917,1.01785,22.68439,70.28835
4.00E-02,1.00E+15,8.62E-03,1.00E+17,17.28474,1.02367,22.66548,74.49683
4.00E-02,1.00E+15,8.62E-03,1.00E+18,18.44818,1.04802,22.66285,77.67282
4.00E-02,1.00E+15,8.62E-03,1.00E+19,19.70022,1.09208,22.66251,79.59915
4.00E-02,1.00E+15,1.86E-02,1.00E+15,15.54215,1.0169,22.74518,67.19578
4.00E-02,1.00E+15,1.86E-02,1.00E+16,16.4387,1.01786,22.68427,71.19604
4.00E-02,1.00E+15,1.86E-02,1.00E+17,17.31233,1.02367,22.66541,74.61597
4.00E-02,1.00E+15,1.86E-02,1.00E+18,18.45065,1.04802,22.66284,77.68323
4.00E-02,1.00E+15,1.86E-02,1.00E+19,19.70052,1.09208,22.66251,79.60038
4.00E-02,1.00E+15,4.00E-02,1.00E+15,16.00264,1.01694,22.74857,69.17368
4.00E-02,1.00E+15,4.00E-02,1.00E+16,16.54982,1.01786,22.68426,71.67723
4.00E-02,1.00E+15,4.00E-02,1.00E+17,17.32491,1.02367,22.66538,74.6703
4.00E-02,1.00E+15,4.00E-02,1.00E+18,18.45179,1.04802,22.66284,77.68806
4.00E-02,1.00E+15,4.00E-02,1.00E+19,19.70066,1.09208,22.66251,79.60095
4.00E-02,1.00E+15,8.62E-02,1.00E+15,16.2254,1.01696,22.75032,70.12995
4.00E-02,1.00E+15,8.62E-02,1.00E+16,16.59931,1.01786,22.68427,71.8915
4.00E-02,1.00E+15,8.62E-02,1.00E+17,17.3307,1.02367,22.66537,74.6953
4.00E-02,1.00E+15,8.62E-02,1.00E+18,18.45232,1.04802,22.66284,77.69029
4.00E-02,1.00E+15,8.62E-02,1.00E+19,19.70073,1.09208,22.66251,79.60122
4.00E-02,1.00E+15,1.86E-01,1.00E+15,16.35513,1.01697,22.75126,70.68716
4.00E-02,1.00E+15,1.86E-01,1.00E+16,16.62181,1.01786,22.68428,71.98891
4.00E-02,1.00E+15,1.86E-01,1.00E+17,17.33338,1.02367,22.66536,74.70686
4.00E-02,1.00E+15,1.86E-01,1.00E+18,18.45256,1.04802,22.66284,77.69133
4.00E-02,1.00E+15,1.86E-01,1.00E+19,19.70076,1.09208,22.66251,79.60134
4.00E-02,1.00E+15,4.00E-01,1.00E+15,16.41593,1.01697,22.75184,70.94788
4.00E-02,1.00E+15,4.00E-01,1.00E+16,16.63216,1.01786,22.68428,72.03368
4.00E-02,1.00E+15,4.00E-01,1.00E+17,17.33462,1.02367,22.66536,74.71222
4.00E-02,1.00E+15,4.00E-01,1.00E+18,18.45268,1.04802,22.66284,77.69181
4.00E-02,1.00E+15,4.00E-01,1.00E+19,19.70077,1.09208,22.66251,79.6014
4.00E-02,1.00E+15,8.62E-01,1.00E+15,16.44391,1.01698,22.75224,71.06739
4.00E-02,1.00E+15,8.62E-01,1.00E+16,16.63694,1.01786,22.68429,72.05437
4.00E-02,1.00E+15,8.62E-01,1.00E+17,17.33519,1.02367,22.66536,74.7147
4.00E-02,1.00E+15,8.62E-01,1.00E+18,18.45273,1.04802,22.66284,77.69203
4.00E-02,1.00E+15,8.62E-01,1.00E+19,19.70078,1.09208,22.66251,79.60142
4.00E-02,1.00E+15,1.86E+00,1.00E+15,16.45684,1.01698,22.75254,71.12228
4.00E-02,1.00E+15,1.86E+00,1.00E+16,16.63915,1.01786,22.68429,72.06395
4.00E-02,1.00E+15,1.86E+00,1.00E+17,17.33546,1.02367,22.66536,74.71586
4.00E-02,1.00E+15,1.86E+00,1.00E+18,18.45276,1.04802,22.66284,77.69214
4.00E-02,1.00E+15,1.86E+00,1.00E+19,19.70078,1.09208,22.66251,79.60144
4.00E-02,1.00E+15,4.00E+00,1.00E+15,16.46283,1.01698,22.75275,71.14747
4.00E-02,1.00E+15,4.00E+00,1.00E+16,16.64017,1.01786,22.68429,72.06839
4.00E-02,1.00E+15,4.00E+00,1.00E+17,17.33559,1.02367,22.66536,74.71639
4.00E-02,1.00E+15,4.00E+00,1.00E+18,18.45277,1.04802,22.66284,77.69219
4.00E-02,1.00E+15,4.00E+00,1.00E+19,19.70079,1.09208,22.66251,79.60144
4.00E-02,1.00E+16,4.00E-03,1.00E+15,15.00171,1.01698,22.73252,64.8905
4.00E-02,1.00E+16,4.00E-03,1.00E+16,17.43736,1.01819,22.68806,75.48379
4.00E-02,1.00E+16,4.00E-03,1.00E+17,18.93684,1.02402,22.66584,81.58796
4.00E-02,1.00E+16,4.00E-03,1.00E+18,20.19549,1.04859,22.66291,84.98351
4.00E-02,1.00E+16,4.00E-03,1.00E+19,21.44589,1.09412,22.6623,86.49218
4.00E-02,1.00E+16,8.62E-03,1.00E+15,16.35504,1.01716,22.74233,70.70122
4.00E-02,1.00E+16,8.62E-03,1.00E+16,17.90565,1.0182,22.68782,77.51146
4.00E-02,1.00E+16,8.62E-03,1.00E+17,18.98918,1.02402,22.6657,81.81412
4.00E-02,1.00E+16,8.62E-03,1.00E+18,20.20167,1.04859,22.6629,85.00961
4.00E-02,1.00E+16,8.62E-03,1.00E+19,21.44665,1.09412,22.6623,86.49526
4.00E-02,1.00E+16,1.86E-02,1.00E+15,17.17347,1.01726,22.74852,74.21209
4.00E-02,1.00E+16,1.86E-02,1.00E+16,18.13115,1.0182,22.6879,78.48731
4.00E-02,1.00E+16,1.86E-02,1.00E+17,19.02202,1.02402,22.66564,81.95593
4.00E-02,1.00E+16,1.86E-02,1.00E+18,20.20451,1.04858,22.66289,85.02165
4.00E-02,1.00E+16,1.86E-02,1.00E+19,21.447,1.09412,22.6623,86.49669
4.00E-02,1.00E+16,4.00E-02,1.00E+15,17.63891,1.01729,22.75189,76.20957
4.00E-02,1.00E+16,4.00E-02,1.00E+16,18.22426,1.01819,22.688,78.89014
4.00E-02,1.00E+16,4.00E-02,1.00E+17,19.03696,1.02402,22.66561,82.02046
4.00E-02,1.00E+16,4.00E-02,1.00E+18,20.20583,1.04858,22.66289,85.02722
4.00E-02,1.00E+16,4.00E-02,1.00E+19,21.44717,1.09412,22.6623,86.49735
4.00E-02,1.00E+16,8.62E-02,1.00E+15,17.90483,1.0173,22.75364,77.35162
4.00E-02,1.00E+16,8.62E-02,1.00E+16,18.26505,1.01819,22.68807,79.06655
4.00E-02,1.00E+16,8.62E-02,1.00E+17,19.04383,1.02402,22.66559,82.05013
4.00E-02,1.00E+16,8.62E-02,1.00E+18,20.20644,1.04858,22.66289,85.0298
4.00E-02,1.00E+16,8.62E-02,1.00E+19,21.44724,1.09412,22.6623,86.49766
4.00E-02,1.00E+16,1.86E-01,1.00E+15,18.02138,1.01731,22.75459,77.85162
4.00E-02,1.00E+16,1.86E-01,1.00E+16,18.28972,1.01819,22.68811,79.17328
4.00E-02,1.00E+16,1.86E-01,1.00E+17,19.047,1.02402,22.66559,82.06384
4.00E-02,1.00E+16,1.86E-01,1.00E+18,20.20673,1.04858,22.66289,85.031
4.00E-02,1.00E+16,1.86E-01,1.00E+19,21.44728,1.09412,22.6623,86.4978
4.00E-02,1.00E+16,4.00E-01,1.00E+15,18.07386,1.01731,22.75519,78.0762
4.00E-02,1.00E+16,4.00E-01,1.00E+16,18.30209,1.01819,22.68813,79.22676
4.00E-02,1.00E+16,4.00E-01,1.00E+17,19.04847,1.02402,22.66559,82.07019
4.00E-02,1.00E+16,4.00E-01,1.00E+18,20.20686,1.04858,22.66289,85.03156
4.00E-02,1.00E+16,4.00E-01,1.00E+19,21.44729,1.09412,22.6623,86.49787
4.00E-02,1.00E+16,8.62E-01,1.00E+15,18.09786,1.01731,22.75564,78.17831
4.00E-02,1.00E+16,8.62E-01,1.00E+16,18.3078,1.01819,22.68814,79.25146
4.00E-02,1.00E+16,8.62E-01,1.00E+17,19.04915,1.02402,22.66558,82.07314
4.00E-02,1.00E+16,8.62E-01,1.00E+18,20.20692,1.04858,22.66289,85.03182
4.00E-02,1.00E+16,8.62E-01,1.00E+19,21.4473,1.09412,22.6623,86.4979
4.00E-02,1.00E+16,1.86E+00,1.00E+15,18.10892,1.01731,22.75599,78.22487
4.00E-02,1.00E+16,1.86E+00,1.00E+16,18.31044,1.01819,22.68814,79.26289
4.00E-02,1.00E+16,1.86E+00,1.00E+17,19.04947,1.02402,22.66558,82.07451
4.00E-02,1.00E+16,1.86E+00,1.00E+18,20.20695,1.04858,22.66289,85.03194
4.00E-02,1.00E+16,1.86E+00,1.00E+19,21.4473,1.09412,22.6623,86.49792
4.00E-02,1.00E+16,4.00E+00,1.00E+15,18.11404,1.01731,22.75627,78.24603
4.00E-02,1.00E+16,4.00E+00,1.00E+16,18.31167,1.01819,22.68814,79.26819
4.00E-02,1.00E+16,4.00E+00,1.00E+17,19.04962,1.02402,22.66558,82.07514
4.00E-02,1.00E+16,4.00E+00,1.00E+18,20.20696,1.04858,22.66289,85.03199
4.00E-02,1.00E+16,4.00E+00,1.00E+19,21.44731,1.09412,22.6623,86.49792
4.00E-02,1.00E+17,4.00E-03,1.00E+15,15.41412,1.01704,22.73423,66.66512
4.00E-02,1.00E+17,4.00E-03,1.00E+16,17.86688,1.01828,22.68958,77.33133
4.00E-02,1.00E+17,4.00E-03,1.00E+17,19.39353,1.02407,22.66618,83.55065
4.00E-02,1.00E+17,4.00E-03,1.00E+18,20.65543,1.04856,22.66311,86.92048
4.00E-02,1.00E+17,4.00E-03,1.00E+19,21.91532,1.09443,22.66241,88.35976
4.00E-02,1.00E+17,8.62E-03,1.00E+15,16.7723,1.01725,22.74402,72.49295
4.00E-02,1.00E+17,8.62E-03,1.00E+16,18.33759,1.01827,22.6895,79.36967
4.00E-02,1.00E+17,8.62E-03,1.00E+17,19.43763,1.02405,22.66604,83.74258
4.00E-02,1.00E+17,8.62E-03,1.00E+18,20.66172,1.04855,22.66309,86.94763
4.00E-02,1.00E+17,8.62E-03,1.00E+19,21.91609,1.09443,22.66241,88.36297
4.00E-02,1.00E+17,1.86E-02,1.00E+15,17.59622,1.01735,22.75018,76.02644
4.00E-02,1.00E+17,1.86E-02,1.00E+16,18.573,1.01826,22.68969,80.38885
4.00E-02,1.00E+17,1.86E-02,1.00E+17,19.46864,1.02404,22.66598,83.87723
4.00E-02,1.00E+17,1.86E-02,1.00E+18,20.66462,1.04855,22.66309,86.96016
4.00E-02,1.00E+17,1.86E-02,1.00E+19,21.91645,1.09443,22.66241,88.36445
4.00E-02,1.00E+17,4.00E-02,1.00E+15,18.07463,1.01737,22.75352,78.08056
4.00E-02,1.00E+17,4.00E-02,1.00E+16,18.66957,1.01825,22.68986,80.80723
4.00E-02,1.00E+17,4.00E-02,1.00E+17,19.48419,1.02403,22.66595,83.94479
