ETL_Mobility,ETL_Doping,HTL_Mobility,HTL_Doping,PCE,VOC,JSC,FF
8.62E-03,1.00E+15,8.62E-01,1.00E+17,14.65303,1.02365,22.66513,63.15667
8.62E-03,1.00E+15,8.62E-01,1.00E+18,15.73397,1.04798,22.66289,66.24739
8.62E-03,1.00E+15,8.62E-01,1.00E+19,16.9818,1.09204,22.66259,68.61779
8.62E-03,1.00E+15,1.86E+00,1.00E+15,13.86515,1.01694,22.74652,59.93974
8.62E-03,1.00E+15,1.86E+00,1.00E+16,14.01309,1.01783,22.68044,60.70257
8.62E-03,1.00E+15,1.86E+00,1.00E+17,14.65327,1.02365,22.66513,63.15769
8.62E-03,1.00E+15,1.86E+00,1.00E+18,15.73399,1.04798,22.66289,66.24748
8.62E-03,1.00E+15,1.86E+00,1.00E+19,16.9818,1.09204,22.66259,68.6178
8.62E-03,1.00E+15,4.00E+00,1.00E+15,13.86995,1.01694,22.74664,59.96012
8.62E-03,1.00E+15,4.00E+00,1.00E+16,14.01396,1.01783,22.68044,60.70636
8.62E-03,1.00E+15,4.00E+00,1.00E+17,14.65338,1.02365,22.66512,63.15817
8.62E-03,1.00E+15,4.00E+00,1.00E+18,15.734,1.04798,22.66289,66.24753
8.62E-03,1.00E+15,4.00E+00,1.00E+19,16.9818,1.09204,22.66259,68.61781
8.62E-03,1.00E+16,4.00E-03,1.00E+15,13.53025,1.01699,22.7297,58.53232
8.62E-03,1.00E+16,4.00E-03,1.00E+16,15.85561,1.01819,22.68571,68.64399
8.62E-03,1.00E+16,4.00E-03,1.00E+17,17.31906,1.02402,22.66566,74.6189
8.62E-03,1.00E+16,4.00E-03,1.00E+18,18.51354,1.04856,22.66294,77.90731
8.62E-03,1.00E+16,4.00E-03,1.00E+19,19.79299,1.09409,22.66236,79.82741
8.62E-03,1.00E+16,8.62E-03,1.00E+15,14.8383,1.01717,22.73951,64.15215
8.62E-03,1.00E+16,8.62E-03,1.00E+16,16.311,1.01819,22.68522,70.61675
8.62E-03,1.00E+16,8.62E-03,1.00E+17,17.3741,1.02402,22.66552,74.8565
8.62E-03,1.00E+16,8.62E-03,1.00E+18,18.51824,1.04856,22.66292,77.92718
8.62E-03,1.00E+16,8.62E-03,1.00E+19,19.79356,1.09409,22.66235,79.8297
8.62E-03,1.00E+16,1.86E-02,1.00E+15,15.63127,1.01724,22.74576,67.5567
8.62E-03,1.00E+16,1.86E-02,1.00E+16,16.54378,1.01819,22.68515,71.62461
8.62E-03,1.00E+16,1.86E-02,1.00E+17,17.39882,1.02402,22.66546,74.96321
8.62E-03,1.00E+16,1.86E-02,1.00E+18,18.52041,1.04856,22.66292,77.93635
8.62E-03,1.00E+16,1.86E-02,1.00E+19,19.79382,1.09409,22.66235,79.83077
8.62E-03,1.00E+16,4.00E-02,1.00E+15,16.0942,1.01728,22.74916,69.54458
8.62E-03,1.00E+16,4.00E-02,1.00E+16,16.6453,1.0182,22.68517,72.06399
8.62E-03,1.00E+16,4.00E-02,1.00E+17,17.41009,1.02402,22.66543,75.01187
8.62E-03,1.00E+16,4.00E-02,1.00E+18,18.52142,1.04856,22.66291,77.94059
8.62E-03,1.00E+16,4.00E-02,1.00E+19,19.79394,1.09409,22.66235,79.83126
8.62E-03,1.00E+16,8.62E-02,1.00E+15,16.33668,1.0173,22.75091,70.58576
8.62E-03,1.00E+16,8.62E-02,1.00E+16,16.69056,1.0182,22.6852,72.25983
8.62E-03,1.00E+16,8.62E-02,1.00E+17,17.41527,1.02402,22.66541,75.03426
8.62E-03,1.00E+16,8.62E-02,1.00E+18,18.52189,1.04856,22.66291,77.94256
8.62E-03,1.00E+16,8.62E-02,1.00E+19,19.794,1.09409,22.66235,79.83149
8.62E-03,1.00E+16,1.86E-01,1.00E+15,16.45885,1.01731,22.75186,71.1101
8.62E-03,1.00E+16,1.86E-01,1.00E+16,16.71114,1.0182,22.68522,72.34887
8.62E-03,1.00E+16,1.86E-01,1.00E+17,17.41767,1.02402,22.66541,75.04462
8.62E-03,1.00E+16,1.86E-01,1.00E+18,18.5221,1.04856,22.66291,77.94347
8.62E-03,1.00E+16,1.86E-01,1.00E+19,19.79402,1.09409,22.66235,79.8316
8.62E-03,1.00E+16,4.00E-01,1.00E+15,16.51465,1.01731,22.75244,71.3491
8.62E-03,1.00E+16,4.00E-01,1.00E+16,16.7206,1.0182,22.68522,72.38979
8.62E-03,1.00E+16,4.00E-01,1.00E+17,17.41878,1.02402,22.6654,75.04942
8.62E-03,1.00E+16,4.00E-01,1.00E+18,18.5222,1.04856,22.66291,77.9439
8.62E-03,1.00E+16,4.00E-01,1.00E+19,19.79404,1.09409,22.66235,79.83165
8.62E-03,1.00E+16,8.62E-01,1.00E+15,16.5401,1.01731,22.75286,71.45766
8.62E-03,1.00E+16,8.62E-01,1.00E+16,16.72497,1.0182,22.68523,72.4087
8.62E-03,1.00E+16,8.62E-01,1.00E+17,17.4193,1.02402,22.6654,75.05164
8.62E-03,1.00E+16,8.62E-01,1.00E+18,18.52225,1.04856,22.66291,77.94409
8.62E-03,1.00E+16,8.62E-01,1.00E+19,19.79404,1.09409,22.66235,79.83167
8.62E-03,1.00E+16,1.86E+00,1.00E+15,16.55197,1.01731,22.75317,71.50792
8.62E-03,1.00E+16,1.86E+00,1.00E+16,16.72699,1.0182,22.68523,72.41746
8.62E-03,1.00E+16,1.86E+00,1.00E+17,17.41954,1.02402,22.6654,75.05267
8.62E-03,1.00E+16,1.86E+00,1.00E+18,18.52227,1.04856,22.66291,77.94418
8.62E-03,1.00E+16,1.86E+00,1.00E+19,19.79404,1.09409,22.66235,79.83168
8.62E-03,1.00E+16,4.00E+00,1.00E+15,16.55747,1.01731,22.75339,71.53095
8.62E-03,1.00E+16,4.00E+00,1.00E+16,16.72793,1.0182,22.68523,72.42152
8.62E-03,1.00E+16,4.00E+00,1.00E+17,17.41965,1.02402,22.6654,75.05315
8.62E-03,1.00E+16,4.00E+00,1.00E+18,18.52228,1.04856,22.66291,77.94423
8.62E-03,1.00E+16,4.00E+00,1.00E+19,19.79405,1.09409,22.66235,79.83169
8.62E-03,1.00E+17,4.00E-03,1.00E+15,15.34282,1.01706,22.7341,66.35602
8.62E-03,1.00E+17,4.00E-03,1.00E+16,17.77895,1.01828,22.68945,76.95124
8.62E-03,1.00E+17,4.00E-03,1.00E+17,19.32666,1.02408,22.66617,83.26131
8.62E-03,1.00E+17,4.00E-03,1.00E+18,20.56515,1.04863,22.66311,86.53436
8.62E-03,1.00E+17,4.00E-03,1.00E+19,21.81395,1.09455,22.66241,87.94093
8.62E-03,1.00E+17,8.62E-03,1.00E+15,16.69266,1.01726,22.7439,72.14889
8.62E-03,1.00E+17,8.62E-03,1.00E+16,18.2529,1.01827,22.68937,79.00316
8.62E-03,1.00E+17,8.62E-03,1.00E+17,19.37536,1.02407,22.66603,83.47251
8.62E-03,1.00E+17,8.62E-03,1.00E+18,20.57223,1.04863,22.66309,86.56456
8.62E-03,1.00E+17,8.62E-03,1.00E+19,21.81436,1.09455,22.66241,87.94267
8.62E-03,1.00E+17,1.86E-02,1.00E+15,17.53075,1.01735,22.75006,75.74401
8.62E-03,1.00E+17,1.86E-02,1.00E+16,18.49648,1.01827,22.68955,80.05757
8.62E-03,1.00E+17,1.86E-02,1.00E+17,19.39682,1.02407,22.66597,83.56575
8.62E-03,1.00E+17,1.86E-02,1.00E+18,20.57549,1.04863,22.66309,86.5785
8.62E-03,1.00E+17,1.86E-02,1.00E+19,21.81455,1.09455,22.66241,87.94347
8.62E-03,1.00E+17,4.00E-02,1.00E+15,18.0078,1.01737,22.7534,77.79194
8.62E-03,1.00E+17,4.00E-02,1.00E+16,18.59932,1.01826,22.6897,80.50282
8.62E-03,1.00E+17,4.00E-02,1.00E+17,19.40655,1.02406,22.66594,83.60803
8.62E-03,1.00E+17,4.00E-02,1.00E+18,20.577,1.04863,22.66308,86.58495
8.62E-03,1.00E+17,4.00E-02,1.00E+19,21.81464,1.09455,22.66241,87.94385
8.62E-03,1.00E+17,8.62E-02,1.00E+15,18.25614,1.01737,22.75514,78.85894
8.62E-03,1.00E+17,8.62E-02,1.00E+16,18.64432,1.01825,22.6898,80.69767
8.62E-03,1.00E+17,8.62E-02,1.00E+17,19.41101,1.02406,22.66593,83.62744
8.62E-03,1.00E+17,8.62E-02,1.00E+18,20.5777,1.04863,22.66308,86.58794
8.62E-03,1.00E+17,8.62E-02,1.00E+19,21.81468,1.09455,22.66241,87.94402
8.62E-03,1.00E+17,1.86E-01,1.00E+15,18.38457,1.01736,22.75608,79.41103
8.62E-03,1.00E+17,1.86E-01,1.00E+16,18.66462,1.01825,22.68985,80.78562
8.62E-03,1.00E+17,1.86E-01,1.00E+17,19.41307,1.02406,22.66592,83.6364
8.62E-03,1.00E+17,1.86E-01,1.00E+18,20.57803,1.04863,22.66308,86.58932
8.62E-03,1.00E+17,1.86E-01,1.00E+19,21.8147,1.09455,22.66241,87.9441
8.62E-03,1.00E+17,4.00E-01,1.00E+15,18.4423,1.01736,22.75669,79.65873
8.62E-03,1.00E+17,4.00E-01,1.00E+16,18.67393,1.01825,22.68987,80.82591
8.62E-03,1.00E+17,4.00E-01,1.00E+17,19.41402,1.02406,22.66592,83.64056
8.62E-03,1.00E+17,4.00E-01,1.00E+18,20.57818,1.04863,22.66308,86.58997
8.62E-03,1.00E+17,4.00E-01,1.00E+19,21.81471,1.09455,22.66241,87.94414
8.62E-03,1.00E+17,8.62E-01,1.00E+15,18.46868,1.01735,22.75715,79.77133
8.62E-03,1.00E+17,8.62E-01,1.00E+16,18.67822,1.01825,22.68988,80.84449
8.62E-03,1.00E+17,8.62E-01,1.00E+17,19.41446,1.02406,22.66591,83.64248
8.62E-03,1.00E+17,8.62E-01,1.00E+18,20.57825,1.04863,22.66308,86.59027
8.62E-03,1.00E+17,8.62E-01,1.00E+19,21.81471,1.09455,22.66241,87.94415
8.62E-03,1.00E+17,1.86E+00,1.00E+15,18.48083,1.01735,22.75752,79.82266
8.62E-03,1.00E+17,1.86E+00,1.00E+16,18.6802,1.01825,22.68989,80.8531
8.62E-03,1.00E+17,1.86E+00,1.00E+17,19.41467,1.02406,22.66591,83.64337
8.62E-03,1.00E+17,1.86E+00,1.00E+18,20.57828,1.04863,22.66308,86.59041
8.62E-03,1.00E+17,1.86E+00,1.00E+19,21.81472,1.09455,22.66241,87.94416
8.62E-03,1.00E+17,4.00E+00,1.00E+15,18.48645,1.01735,22.7578,79.84599
8.62E-03,1.00E+17,4.00E+00,1.00E+16,18.68112,1.01825,22.68989,80.85708
8.62E-03,1.00E+17,4.00E+00,1.00E+17,19.41477,1.02406,22.66591,83.64379
8.62E-03,1.00E+17,4.00E+00,1.00E+18,20.57829,1.04863,22.66308,86.59047
8.62E-03,1.00E+17,4.00E+00,1.00E+19,21.81472,1.09455,22.66241,87.94417
8.62E-03,1.00E+18,4.00E-03,1.00E+15,15.42853,1.0171,22.7345,66.72325
8.62E-03,1.00E+18,4.00E-03,1.00E+16,17.88463,1.01829,22.69018,77.40532
8.62E-03,1.00E+18,4.00E-03,1.00E+17,19.40672,1.02407,22.66647,83.60614
8.62E-03,1.00E+18,4.00E-03,1.00E+18,20.67322,1.04855,22.66343,86.99473
8.62E-03,1.00E+18,4.00E-03,1.00E+19,21.9379,1.09446,22.66268,88.44691
8.62E-03,1.00E+18,8.62E-03,1.00E+15,16.78842,1.01726,22.74429,72.56154
8.62E-03,1.00E+18,8.62E-03,1.00E+16,18.35586,1.01828,22.69014,79.44606
8.62E-03,1.00E+18,8.62E-03,1.00E+17,19.45581,1.02405,22.66633,83.81972
8.62E-03,1.00E+18,8.62E-03,1.00E+18,20.67936,1.04854,22.66341,87.0213
8.62E-03,1.00E+18,8.62E-03,1.00E+19,21.93865,1.09446,22.66268,88.45004
8.62E-03,1.00E+18,1.86E-02,1.00E+15,17.60935,1.01736,22.75044,76.08159
8.62E-03,1.00E+18,1.86E-02,1.00E+16,18.5884,1.01826,22.69035,80.45273
8.62E-03,1.00E+18,1.86E-02,1.00E+17,19.48945,1.02404,22.66627,83.96577
8.62E-03,1.00E+18,1.86E-02,1.00E+18,20.68219,1.04854,22.66341,87.03356
8.62E-03,1.00E+18,1.86E-02,1.00E+19,21.939,1.09446,22.66268,88.45149
8.62E-03,1.00E+18,4.00E-02,1.00E+15,18.08802,1.01737,22.75378,78.13709
8.62E-03,1.00E+18,4.00E-02,1.00E+16,18.68372,1.01825,22.69052,80.86564
8.62E-03,1.00E+18,4.00E-02,1.00E+17,19.50473,1.02404,22.66624,84.03217
8.62E-03,1.00E+18,4.00E-02,1.00E+18,20.6835,1.04854,22.6634,87.03924
8.62E-03,1.00E+18,4.00E-02,1.00E+19,21.93916,1.09446,22.66268,88.45217
8.62E-03,1.00E+18,8.62E-02,1.00E+15,18.35316,1.01736,22.75551,79.27708
8.62E-03,1.00E+18,8.62E-02,1.00E+16,18.72531,1.01824,22.69063,81.04595
8.62E-03,1.00E+18,8.62E-02,1.00E+17,19.51175,1.02403,22.66622,84.06269
8.62E-03,1.00E+18,8.62E-02,1.00E+18,20.68411,1.04854,22.6634,87.04188
8.62E-03,1.00E+18,8.62E-02,1.00E+19,21.93923,1.09446,22.66268,88.45248
8.62E-03,1.00E+18,1.86E-01,1.00E+15,18.4734,1.01735,22.75646,79.79428
8.62E-03,1.00E+18,1.86E-01,1.00E+16,18.74406,1.01824,22.69068,81.12726
8.62E-03,1.00E+18,1.86E-01,1.00E+17,19.51499,1.02403,22.66622,84.0768
8.62E-03,1.00E+18,1.86E-01,1.00E+18,20.68439,1.04854,22.6634,87.0431
8.62E-03,1.00E+18,1.86E-01,1.00E+19,21.93927,1.09446,22.66268,88.45262
8.62E-03,1.00E+18,4.00E-01,1.00E+15,18.52738,1.01734,22.75706,80.0261
8.62E-03,1.00E+18,4.00E-01,1.00E+16,18.75265,1.01824,22.69071,81.16449
8.62E-03,1.00E+18,4.00E-01,1.00E+17,19.51649,1.02403,22.66621,84.08333
8.62E-03,1.00E+18,4.00E-01,1.00E+18,20.68452,1.04854,22.6634,87.04366
8.62E-03,1.00E+18,4.00E-01,1.00E+19,21.93928,1.09446,22.66268,88.45269
8.62E-03,1.00E+18,8.62E-01,1.00E+15,18.55203,1.01733,22.75752,80.13138
8.62E-03,1.00E+18,8.62E-01,1.00E+16,18.75839,1.01824,22.69072,81.18937
8.62E-03,1.00E+18,8.62E-01,1.00E+17,19.51719,1.02403,22.66621,84.08636
8.62E-03,1.00E+18,8.62E-01,1.00E+18,20.68458,1.04854,22.6634,87.04393
8.62E-03,1.00E+18,8.62E-01,1.00E+19,21.93929,1.09446,22.66268,88.45272
8.62E-03,1.00E+18,1.86E+00,1.00E+15,18.56338,1.01733,22.7579,80.17931
8.62E-03,1.00E+18,1.86E+00,1.00E+16,18.76113,1.01823,22.69072,81.20126
8.62E-03,1.00E+18,1.86E+00,1.00E+17,19.51751,1.02403,22.66621,84.08777
8.62E-03,1.00E+18,1.86E+00,1.00E+18,20.68461,1.04854,22.6634,87.04405
8.62E-03,1.00E+18,1.86E+00,1.00E+19,21.93929,1.09446,22.66268,88.45274
8.62E-03,1.00E+18,4.00E+00,1.00E+15,18.56862,1.01733,22.75819,80.20106
8.62E-03,1.00E+18,4.00E+00,1.00E+16,18.7624,1.01823,22.69073,81.20677
8.62E-03,1.00E+18,4.00E+00,1.00E+17,19.51766,1.02403,22.66621,84.08842
8.62E-03,1.00E+18,4.00E+00,1.00E+18,20.68462,1.04854,22.6634,87.0441
8.62E-03,1.00E+18,4.00E+00,1.00E+19,21.9393,1.09446,22.66268,88.45274
8.62E-03,1.00E+19,4.00E-03,1.00E+15,15.43348,1.01709,22.73533,66.7424
8.62E-03,1.00E+19,4.00E-03,1.00E+16,17.89068,1.01829,22.69103,77.42839
8.62E-03,1.00E+19,4.00E-03,1.00E+17,19.41139,1.02407,22.66724,83.62341
8.62E-03,1.00E+19,4.00E-03,1.00E+18,20.67934,1.04855,22.66416,87.01808
8.62E-03,1.00E+19,4.00E-03,1.00E+19,21.94526,1.09446,22.66344,88.47393
8.62E-03,1.00E+19,8.62E-03,1.00E+15,16.79398,1.01726,22.74512,72.58298
8.62E-03,1.00E+19,8.62E-03,1.00E+16,18.3621,1.01828,22.691,79.46996
8.62E-03,1.00E+19,8.62E-03,1.00E+17,19.46307,1.02405,22.6671,83.84819
8.62E-03,1.00E+19,8.62E-03,1.00E+18,20.68543,1.04854,22.66415,87.04447
8.62E-03,1.00E+19,8.62E-03,1.00E+19,21.946,1.09446,22.66344,88.47704
8.62E-03,1.00E+19,1.86E-02,1.00E+15,17.61436,1.01736,22.75127,76.10029
8.62E-03,1.00E+19,1.86E-02,1.00E+16,18.59374,1.01826,22.69121,80.47269
8.62E-03,1.00E+19,1.86E-02,1.00E+17,19.49652,1.02404,22.66704,83.99345
8.62E-03,1.00E+19,1.86E-02,1.00E+18,20.68824,1.04853,22.66414,87.05665
8.62E-03,1.00E+19,1.86E-02,1.00E+19,21.94635,1.09446,22.66344,88.47848
8.62E-03,1.00E+19,4.00E-02,1.00E+15,18.09278,1.01737,22.7546,78.15473
8.62E-03,1.00E+19,4.00E-02,1.00E+16,18.68867,1.01825,22.69139,80.88389
8.62E-03,1.00E+19,4.00E-02,1.00E+17,19.51171,1.02403,22.66701,84.05949
8.62E-03,1.00E+19,4.00E-02,1.00E+18,20.68954,1.04853,22.66414,87.06229
8.62E-03,1.00E+19,4.00E-02,1.00E+19,21.94651,1.09446,22.66344,88.47915
8.62E-03,1.00E+19,8.62E-02,1.00E+15,18.35882,1.01737,22.75633,79.29859
8.62E-03,1.00E+19,8.62E-02,1.00E+16,18.73008,1.01824,22.6915,81.06343
8.62E-03,1.00E+19,8.62E-02,1.00E+17,19.51869,1.02403,22.66699,84.08984
8.62E-03,1.00E+19,8.62E-02,1.00E+18,20.69014,1.04853,22.66414,87.06491
8.62E-03,1.00E+19,8.62E-02,1.00E+19,21.94658,1.09446,22.66344,88.47946
8.62E-03,1.00E+19,1.86E-01,1.00E+15,18.47864,1.01735,22.75728,79.81395
8.62E-03,1.00E+19,1.86E-01,1.00E+16,18.74875,1.01824,22.69155,81.14439
8.62E-03,1.00E+19,1.86E-01,1.00E+17,19.52192,1.02403,22.66699,84.10387
8.62E-03,1.00E+19,1.86E-01,1.00E+18,20.69042,1.04853,22.66414,87.06612
8.62E-03,1.00E+19,1.86E-01,1.00E+19,21.94661,1.09446,22.66344,88.4796
8.62E-03,1.00E+19,4.00E-01,1.00E+15,18.53241,1.01734,22.75789,80.04493
8.62E-03,1.00E+19,4.00E-01,1.00E+16,18.75917,1.01824,22.69158,81.18958
8.62E-03,1.00E+19,4.00E-01,1.00E+17,19.52341,1.02403,22.66698,84.11037
8.62E-03,1.00E+19,4.00E-01,1.00E+18,20.69055,1.04853,22.66414,87.06669
8.62E-03,1.00E+19,4.00E-01,1.00E+19,21.94663,1.09446,22.66344,88.47967
8.62E-03,1.00E+19,8.62E-01,1.00E+15,18.55697,1.01733,22.75835,80.14981
8.62E-03,1.00E+19,8.62E-01,1.00E+16,18.76508,1.01824,22.69159,81.21516
8.62E-03,1.00E+19,8.62E-01,1.00E+17,19.5241,1.02403,22.66698,84.11338
8.62E-03,1.00E+19,8.62E-01,1.00E+18,20.69061,1.04853,22.66414,87.06695
8.62E-03,1.00E+19,8.62E-01,1.00E+19,21.94664,1.09446,22.66344,88.4797
8.62E-03,1.00E+19,1.86E+00,1.00E+15,18.56828,1.01733,22.75872,80.19757
8.62E-03,1.00E+19,1.86E+00,1.00E+16,18.76781,1.01824,22.6916,81.22701
8.62E-03,1.00E+19,1.86E+00,1.00E+17,19.52443,1.02403,22.66698,84.11478
8.62E-03,1.00E+19,1.86E+00,1.00E+18,20.69064,1.04853,22.66414,87.06707
8.62E-03,1.00E+19,1.86E+00,1.00E+19,21.94664,1.09446,22.66344,88.47971
8.62E-03,1.00E+19,4.00E+00,1.00E+15,18.57351,1.01733,22.75901,80.21923
8.62E-03,1.00E+19,4.00E+00,1.00E+16,18.76908,1.01823,22.6916,81.2325
8.62E-03,1.00E+19,4.00E+00,1.00E+17,19.52457,1.02403,22.66698,84.11543
8.62E-03,1.00E+19,4.00E+00,1.00E+18,20.69065,1.04853,22.66414,87.06712
8.62E-03,1.00E+19,4.00E+00,1.00E+19,21.94664,1.09446,22.66344,88.47972
1.86E-02,1.00E+15,4.00E-03,1.00E+15,12.343,1.0166,22.72712,53.42256
1.86E-02,1.00E+15,4.00E-03,1.00E+16,14.62104,1.01784,22.68359,63.32686
1.86E-02,1.00E+15,4.00E-03,1.00E+17,16.038,1.02366,22.66552,69.12414
1.86E-02,1.00E+15,4.00E-03,1.00E+18,17.21256,1.048,22.66289,72.47202
1.86E-02,1.00E+15,4.00E-03,1.00E+19,18.4884,1.09205,22.66255,74.70458
1.86E-02,1.00E+15,8.62E-03,1.00E+15,13.61656,1.01682,22.73683,58.89712
1.86E-02,1.00E+15,8.62E-03,1.00E+16,15.06969,1.01784,22.68289,65.27185
1.86E-02,1.00E+15,8.62E-03,1.00E+17,16.08813,1.02366,22.66539,69.34065
1.86E-02,1.00E+15,8.62E-03,1.00E+18,17.22003,1.048,22.66287,72.5035
1.86E-02,1.00E+15,8.62E-03,1.00E+19,18.48891,1.09205,22.66255,74.70667
1.86E-02,1.00E+15,1.86E-02,1.00E+15,14.40569,1.01689,22.74303,62.28899
1.86E-02,1.00E+15,1.86E-02,1.00E+16,15.28791,1.01784,22.68269,66.21757
1.86E-02,1.00E+15,1.86E-02,1.00E+17,16.11062,1.02366,22.66532,69.43779
1.86E-02,1.00E+15,1.86E-02,1.00E+18,17.22348,1.048,22.66287,72.51805
1.86E-02,1.00E+15,1.86E-02,1.00E+19,18.48915,1.09205,22.66255,74.70765
1.86E-02,1.00E+15,4.00E-02,1.00E+15,14.84872,1.01693,22.7464,64.19291
1.86E-02,1.00E+15,4.00E-02,1.00E+16,15.38082,1.01784,22.68263,66.62009
1.86E-02,1.00E+15,4.00E-02,1.00E+17,16.12087,1.02366,22.66529,69.48206
1.86E-02,1.00E+15,4.00E-02,1.00E+18,17.22507,1.048,22.66286,72.52479
1.86E-02,1.00E+15,4.00E-02,1.00E+19,18.48927,1.09205,22.66255,74.7081
1.86E-02,1.00E+15,8.62E-02,1.00E+15,15.09659,1.01694,22.74813,65.25848
1.86E-02,1.00E+15,8.62E-02,1.00E+16,15.4222,1.01784,22.68262,66.79936
1.86E-02,1.00E+15,8.62E-02,1.00E+17,16.12559,1.02366,22.66528,69.50244
1.86E-02,1.00E+15,8.62E-02,1.00E+18,17.22582,1.048,22.66286,72.52791
1.86E-02,1.00E+15,8.62E-02,1.00E+19,18.48932,1.09205,22.66255,74.70831
1.86E-02,1.00E+15,1.86E-01,1.00E+15,15.20854,1.01695,22.74905,65.73929
1.86E-02,1.00E+15,1.86E-01,1.00E+16,15.44102,1.01784,22.68262,66.88084
1.86E-02,1.00E+15,1.86E-01,1.00E+17,16.12777,1.02366,22.66527,69.51186
1.86E-02,1.00E+15,1.86E-01,1.00E+18,17.22616,1.048,22.66286,72.52936
1.86E-02,1.00E+15,1.86E-01,1.00E+19,18.48934,1.09205,22.66255,74.70841
1.86E-02,1.00E+15,4.00E-01,1.00E+15,15.25965,1.01695,22.7496,65.95839
1.86E-02,1.00E+15,4.00E-01,1.00E+16,15.44966,1.01784,22.68262,66.91828
1.86E-02,1.00E+15,4.00E-01,1.00E+17,16.12878,1.02366,22.66527,69.51622
1.86E-02,1.00E+15,4.00E-01,1.00E+18,17.22632,1.048,22.66286,72.53003
1.86E-02,1.00E+15,4.00E-01,1.00E+19,18.48935,1.09205,22.66255,74.70845
1.86E-02,1.00E+15,8.62E-01,1.00E+15,15.28298,1.01695,22.74997,66.05804
1.86E-02,1.00E+15,8.62E-01,1.00E+16,15.45459,1.01784,22.68262,66.93965
1.86E-02,1.00E+15,8.62E-01,1.00E+17,16.12925,1.02366,22.66527,69.51825
1.86E-02,1.00E+15,8.62E-01,1.00E+18,17.22639,1.048,22.66286,72.53035
1.86E-02,1.00E+15,8.62E-01,1.00E+19,18.48936,1.09205,22.66255,74.70847
1.86E-02,1.00E+15,1.86E+00,1.00E+15,15.29385,1.01696,22.75023,66.10422
1.86E-02,1.00E+15,1.86E+00,1.00E+16,15.45712,1.01784,22.68262,66.95058
1.86E-02,1.00E+15,1.86E+00,1.00E+17,16.12947,1.02366,22.66527,69.51919
1.86E-02,1.00E+15,1.86E+00,1.00E+18,17.22643,1.048,22.66286,72.53049
1.86E-02,1.00E+15,1.86E+00,1.00E+19,18.48936,1.09205,22.66255,74.70848
1.86E-02,1.00E+15,4.00E+00,1.00E+15,15.29888,1.01696,22.7504,66.12546
1.86E-02,1.00E+15,4.00E+00,1.00E+16,15.45829,1.01784,22.68262,66.95566
1.86E-02,1.00E+15,4.00E+00,1.00E+17,16.12957,1.02366,22.66527,69.51962
1.86E-02,1.00E+15,4.00E+00,1.00E+18,17.22644,1.048,22.66286,72.53056
1.86E-02,1.00E+15,4.00E+00,1.00E+19,18.48936,1.09205,22.66255,74.70849
1.86E-02,1.00E+16,4.00E-03,1.00E+15,14.5049,1.01697,22.73161,62.74452
1.86E-02,1.00E+16,4.00E-03,1.00E+16,16.90228,1.01819,22.68725,73.17025
1.86E-02,1.00E+16,4.00E-03,1.00E+17,18.39611,1.02402,22.66578,79.25838
1.86E-02,1.00E+16,4.00E-03,1.00E+18,19.62274,1.04858,22.66292,82.57357
1.86E-02,1.00E+16,4.00E-03,1.00E+19,20.86847,1.09412,22.66232,84.16324
1.86E-02,1.00E+16,8.62E-03,1.00E+15,15.84287,1.01716,22.74142,68.48968
1.86E-02,1.00E+16,8.62E-03,1.00E+16,17.36489,1.0182,22.68691,75.17356
1.86E-02,1.00E+16,8.62E-03,1.00E+17,18.44407,1.02402,22.66564,79.46556
1.86E-02,1.00E+16,8.62E-03,1.00E+18,19.62969,1.04858,22.66291,82.60286
1.86E-02,1.00E+16,8.62E-03,1.00E+19,20.8689,1.09412,22.66232,84.16501
1.86E-02,1.00E+16,1.86E-02,1.00E+15,16.64903,1.01725,22.74764,71.94891
1.86E-02,1.00E+16,1.86E-02,1.00E+16,17.59632,1.0182,22.68694,76.1751
1.86E-02,1.00E+16,1.86E-02,1.00E+17,18.46533,1.02402,22.66558,79.55736
1.86E-02,1.00E+16,1.86E-02,1.00E+18,19.63289,1.04858,22.6629,82.61638
1.86E-02,1.00E+16,1.86E-02,1.00E+19,20.86911,1.09412,22.66232,84.16583
1.86E-02,1.00E+16,4.00E-02,1.00E+15,17.11717,1.01729,22.75103,73.95832
1.86E-02,1.00E+16,4.00E-02,1.00E+16,17.6931,1.0182,22.68702,76.59376
1.86E-02,1.00E+16,4.00E-02,1.00E+17,18.47498,1.02402,22.66555,79.59914
1.86E-02,1.00E+16,4.00E-02,1.00E+18,19.63438,1.04858,22.6629,82.62264
1.86E-02,1.00E+16,4.00E-02,1.00E+19,20.8692,1.09412,22.66232,84.16621
1.86E-02,1.00E+16,8.62E-02,1.00E+15,17.37611,1.0173,22.75278,75.07013
1.86E-02,1.00E+16,8.62E-02,1.00E+16,17.73573,1.0182,22.68707,76.77813
1.86E-02,1.00E+16,8.62E-02,1.00E+17,18.47941,1.02402,22.66553,79.6183
1.86E-02,1.00E+16,8.62E-02,1.00E+18,19.63507,1.04858,22.6629,82.62554
1.86E-02,1.00E+16,8.62E-02,1.00E+19,20.86924,1.09412,22.66232,84.16638
1.86E-02,1.00E+16,1.86E-01,1.00E+15,17.49522,1.01731,22.75373,75.58104
1.86E-02,1.00E+16,1.86E-01,1.00E+16,17.75504,1.0182,22.6871,76.86158
1.86E-02,1.00E+16,1.86E-01,1.00E+17,18.48146,1.02402,22.66553,79.62715
